Date,Bar Name,Brand Name,Category,Total_Purchased_ml,Total_Consumed_ml,Total_Requested_ml,Potential_Lost_Demand_ml,Last_Closing_Balance_ml
2026-04-12,Pool Bar,Jose Cuervo,Tequila,0,1767,1767,0,7072
2026-04-12,Pool Bar,Kingfisher Premium,Beer,0,0,13999,13999,0
2026-04-12,Pool Bar,Smirnoff Vodka,Vodka,0,4767,4767,0,5542
2026-04-12,Rooftop Bar,Bacardi White,Rum,0,4537,4537,0,2081
2026-04-12,Rooftop Bar,Baileys,Liqueur,8250,800,800,0,9565
2026-04-12,Rooftop Bar,Bombay Sapphire,Gin,12000,2688,2688,0,10704
2026-04-12,Rooftop Bar,Heineken,Beer,8450,8450,14737,6287,0
2026-04-12,Rooftop Bar,Hennessy,Brandy,0,1276,1276,0,4094
2026-04-12,Rooftop Bar,Jack Daniel's,Whisky,0,2921,3039,118,2553
2026-04-12,Rooftop Bar,Johnnie Walker Red,Whisky,6750,4728,4728,0,4482
2026-04-12,Rooftop Bar,Jose Cuervo,Tequila,12750,2246,2246,0,12549
2026-04-12,Rooftop Bar,Kingfisher Premium,Beer,0,0,14348,14348,0
2026-04-12,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,7845,7845,0
2026-04-12,Sky Lounge,Bacardi White,Rum,0,0,5818,5818,0
2026-04-12,Sky Lounge,Baileys,Liqueur,0,0,1793,1793,0
2026-04-12,Sky Lounge,Bombay Sapphire,Gin,0,3955,3955,0,5557
2026-04-12,Sky Lounge,Heineken,Beer,0,0,14405,14405,0
2026-04-12,Sky Lounge,Hennessy,Brandy,0,1011,1011,0,2328
2026-04-12,Sky Lounge,Jack Daniel's,Whisky,0,0,3077,3077,0
2026-04-12,Sky Lounge,Johnnie Walker Red,Whisky,15750,6583,6583,0,9167
2026-04-12,Sky Lounge,Jose Cuervo,Tequila,11250,1360,1360,0,12992
2026-04-12,Sky Lounge,Kingfisher Premium,Beer,9100,9100,13222,4122,0
2026-04-12,Sky Lounge,Smirnoff Vodka,Vodka,13500,5905,5905,0,7595
2026-04-13,Garden Bar,Bacardi White,Rum,0,1860,1860,0,11552
2026-04-13,Garden Bar,Baileys,Liqueur,0,0,0,0,9984
2026-04-13,Garden Bar,Bombay Sapphire,Gin,0,1625,1625,0,1273
2026-04-13,Garden Bar,Heineken,Beer,0,0,5018,5018,0
2026-04-13,Garden Bar,Hennessy,Brandy,0,382,382,0,13381
2026-04-13,Garden Bar,Jack Daniel's,Whisky,9000,1327,1327,0,7673
2026-04-13,Garden Bar,Johnnie Walker Red,Whisky,0,0,2596,2596,0
2026-04-13,Garden Bar,Jose Cuervo,Tequila,0,679,679,0,7880
2026-04-13,Garden Bar,Kingfisher Premium,Beer,6500,5781,5781,0,3912
2026-04-13,Garden Bar,Smirnoff Vodka,Vodka,0,0,2297,2297,0
2026-04-13,Lobby Bar,Bacardi White,Rum,12000,1763,1763,0,10777
2026-04-13,Lobby Bar,Baileys,Liqueur,0,561,561,0,10581
2026-04-13,Lobby Bar,Bombay Sapphire,Gin,15750,1416,1416,0,15985
2026-04-13,Lobby Bar,Heineken,Beer,0,0,5874,5874,0
2026-04-13,Lobby Bar,Hennessy,Brandy,0,0,0,0,1284
2026-04-13,Lobby Bar,Jack Daniel's,Whisky,13500,1348,1348,0,13652
2026-04-13,Lobby Bar,Johnnie Walker Red,Whisky,14250,2474,2474,0,11776
2026-04-13,Lobby Bar,Jose Cuervo,Tequila,0,845,845,0,2838
2026-04-13,Lobby Bar,Kingfisher Premium,Beer,0,0,4932,4932,0
2026-04-13,Lobby Bar,Smirnoff Vodka,Vodka,0,3028,3028,0,7260
2026-04-13,Pool Bar,Bacardi White,Rum,0,0,1814,1814,0
2026-04-13,Pool Bar,Baileys,Liqueur,0,0,0,0,2975
2026-04-13,Pool Bar,Bombay Sapphire,Gin,0,2513,2513,0,1282
2026-04-13,Pool Bar,Heineken,Beer,5200,5200,5841,641,0
2026-04-13,Pool Bar,Hennessy,Brandy,0,630,630,0,998
2026-04-13,Pool Bar,Jack Daniel's,Whisky,0,429,1680,1251,405
2026-04-13,Pool Bar,Johnnie Walker Red,Whisky,0,3462,3462,0,9517
2026-04-13,Pool Bar,Jose Cuervo,Tequila,0,1003,1003,0,6429
2026-04-13,Pool Bar,Kingfisher Premium,Beer,13000,5813,5813,0,7187
2026-04-13,Pool Bar,Smirnoff Vodka,Vodka,0,3858,3858,0,416
2026-04-13,Rooftop Bar,Bacardi White,Rum,0,1268,3868,2600,0
2026-04-13,Rooftop Bar,Baileys,Liqueur,0,1080,1080,0,8365
2026-04-13,Rooftop Bar,Bombay Sapphire,Gin,0,2725,2725,0,7502
2026-04-13,Rooftop Bar,Heineken,Beer,0,0,8935,8935,0
2026-04-13,Rooftop Bar,Hennessy,Brandy,0,925,925,0,3620
2026-04-13,Rooftop Bar,Jack Daniel's,Whisky,9750,2354,2354,0,7940
2026-04-13,Rooftop Bar,Johnnie Walker Red,Whisky,9750,3700,3700,0,10532
2026-04-13,Rooftop Bar,Jose Cuervo,Tequila,0,1678,1678,0,9313
2026-04-13,Rooftop Bar,Kingfisher Premium,Beer,11700,11700,13077,1377,1842
2026-04-13,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,3981,3981,0
2026-04-13,Sky Lounge,Bacardi White,Rum,0,0,2707,2707,0
2026-04-13,Sky Lounge,Baileys,Liqueur,0,0,1001,1001,0
2026-04-13,Sky Lounge,Bombay Sapphire,Gin,0,2695,2695,0,2862
2026-04-13,Sky Lounge,Heineken,Beer,0,0,7716,7716,0
2026-04-13,Sky Lounge,Hennessy,Brandy,0,963,963,0,1495
2026-04-13,Sky Lounge,Jack Daniel's,Whisky,0,0,3096,3096,0
2026-04-13,Sky Lounge,Johnnie Walker Red,Whisky,0,3241,3241,0,5926
2026-04-13,Sky Lounge,Jose Cuervo,Tequila,0,1734,1734,0,12115
2026-04-13,Sky Lounge,Kingfisher Premium,Beer,5850,5850,10567,4717,2800
2026-04-13,Sky Lounge,Smirnoff Vodka,Vodka,0,5441,5441,0,2154
2026-04-14,Garden Bar,Bacardi White,Rum,0,1387,1387,0,10165
2026-04-14,Garden Bar,Baileys,Liqueur,0,636,636,0,9791
2026-04-14,Garden Bar,Bombay Sapphire,Gin,13500,1403,1403,0,13370
2026-04-14,Garden Bar,Heineken,Beer,0,0,4511,4511,0
2026-04-14,Garden Bar,Hennessy,Brandy,0,482,482,0,12964
2026-04-14,Garden Bar,Jack Daniel's,Whisky,0,1240,1240,0,6753
2026-04-14,Garden Bar,Johnnie Walker Red,Whisky,0,0,2744,2744,0
2026-04-14,Garden Bar,Jose Cuervo,Tequila,0,1039,1039,0,7472
2026-04-14,Garden Bar,Kingfisher Premium,Beer,0,3912,7205,3293,0
2026-04-14,Garden Bar,Smirnoff Vodka,Vodka,0,0,2505,2505,0
2026-04-14,Lobby Bar,Bacardi White,Rum,0,2527,2527,0,8806
2026-04-14,Lobby Bar,Baileys,Liqueur,0,705,705,0,9876
2026-04-14,Lobby Bar,Bombay Sapphire,Gin,0,1889,1889,0,14496
2026-04-14,Lobby Bar,Heineken,Beer,13650,6281,6281,0,7369
2026-04-14,Lobby Bar,Hennessy,Brandy,0,426,426,0,858
2026-04-14,Lobby Bar,Jack Daniel's,Whisky,0,1665,1665,0,12230
2026-04-14,Lobby Bar,Johnnie Walker Red,Whisky,0,2491,2491,0,10004
2026-04-14,Lobby Bar,Jose Cuervo,Tequila,0,1056,1056,0,1782
2026-04-14,Lobby Bar,Kingfisher Premium,Beer,0,0,7669,7669,0
2026-04-14,Lobby Bar,Smirnoff Vodka,Vodka,0,3209,3209,0,5329
2026-04-14,Pool Bar,Bacardi White,Rum,0,0,2672,2672,0
2026-04-14,Pool Bar,Baileys,Liqueur,0,861,861,0,2114
2026-04-14,Pool Bar,Bombay Sapphire,Gin,8250,1981,1981,0,7551
2026-04-14,Pool Bar,Heineken,Beer,0,0,7091,7091,0
2026-04-14,Pool Bar,Hennessy,Brandy,13300,534,534,0,13377
2026-04-14,Pool Bar,Jack Daniel's,Whisky,0,0,1972,1972,0
2026-04-14,Pool Bar,Johnnie Walker Red,Whisky,0,4182,4182,0,5335
2026-04-14,Pool Bar,Jose Cuervo,Tequila,0,1315,1315,0,4754
2026-04-14,Pool Bar,Kingfisher Premium,Beer,0,7187,7470,283,0
2026-04-14,Pool Bar,Smirnoff Vodka,Vodka,0,416,3228,2812,0
2026-04-14,Rooftop Bar,Bacardi White,Rum,0,0,3768,3768,0
2026-04-14,Rooftop Bar,Baileys,Liqueur,0,1342,1342,0,6701
2026-04-14,Rooftop Bar,Bombay Sapphire,Gin,0,2371,2371,0,6209
2026-04-14,Rooftop Bar,Heineken,Beer,9100,8615,8615,0,485
2026-04-14,Rooftop Bar,Hennessy,Brandy,0,894,894,0,2275
2026-04-14,Rooftop Bar,Jack Daniel's,Whisky,0,3003,3003,0,5323
2026-04-14,Rooftop Bar,Johnnie Walker Red,Whisky,0,3718,3718,0,6814
2026-04-14,Rooftop Bar,Jose Cuervo,Tequila,0,1925,1925,0,6901
2026-04-14,Rooftop Bar,Kingfisher Premium,Beer,11050,11050,12475,1425,0
2026-04-14,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,6074,6074,0
2026-04-14,Sky Lounge,Bacardi White,Rum,0,0,3197,3197,0
2026-04-14,Sky Lounge,Baileys,Liqueur,15000,844,844,0,14156
2026-04-14,Sky Lounge,Bombay Sapphire,Gin,0,2862,3487,625,0
2026-04-14,Sky Lounge,Heineken,Beer,10400,7121,7121,0,3279
2026-04-14,Sky Lounge,Hennessy,Brandy,0,754,754,0,611
2026-04-14,Sky Lounge,Jack Daniel's,Whisky,0,0,2106,2106,0
2026-04-14,Sky Lounge,Johnnie Walker Red,Whisky,0,3656,3656,0,5515
2026-04-14,Sky Lounge,Jose Cuervo,Tequila,0,2377,2377,0,8173
2026-04-14,Sky Lounge,Kingfisher Premium,Beer,0,0,9690,9690,0
2026-04-14,Sky Lounge,Smirnoff Vodka,Vodka,9000,5289,5289,0,5865
2026-04-15,Garden Bar,Bacardi White,Rum,0,2059,2059,0,9259
2026-04-15,Garden Bar,Baileys,Liqueur,0,571,571,0,8777
2026-04-15,Garden Bar,Bombay Sapphire,Gin,0,1169,1169,0,12201
2026-04-15,Garden Bar,Heineken,Beer,0,0,4836,4836,0
2026-04-15,Garden Bar,Hennessy,Brandy,0,537,537,0,12002
2026-04-15,Garden Bar,Jack Daniel's,Whisky,0,865,865,0,6099
2026-04-15,Garden Bar,Johnnie Walker Red,Whisky,0,0,2208,2208,0
2026-04-15,Garden Bar,Jose Cuervo,Tequila,0,1038,1038,0,6785
2026-04-15,Garden Bar,Kingfisher Premium,Beer,7150,6213,6213,0,937
2026-04-15,Garden Bar,Smirnoff Vodka,Vodka,0,0,2970,2970,0
2026-04-15,Lobby Bar,Bacardi White,Rum,0,2272,2272,0,5566
2026-04-15,Lobby Bar,Baileys,Liqueur,0,603,603,0,9688
2026-04-15,Lobby Bar,Bombay Sapphire,Gin,0,1532,1532,0,12783
2026-04-15,Lobby Bar,Heineken,Beer,0,6671,6671,0,698
2026-04-15,Lobby Bar,Hennessy,Brandy,0,677,677,0,181
2026-04-15,Lobby Bar,Jack Daniel's,Whisky,0,1590,1590,0,11057
2026-04-15,Lobby Bar,Johnnie Walker Red,Whisky,0,3424,3424,0,5861
2026-04-15,Lobby Bar,Jose Cuervo,Tequila,0,1069,1069,0,1372
2026-04-15,Lobby Bar,Kingfisher Premium,Beer,6500,6500,6727,227,0
2026-04-15,Lobby Bar,Smirnoff Vodka,Vodka,9000,4280,4280,0,8771
2026-04-15,Pool Bar,Bacardi White,Rum,0,0,3013,3013,0
2026-04-15,Pool Bar,Baileys,Liqueur,0,883,883,0,1231
2026-04-15,Pool Bar,Bombay Sapphire,Gin,0,2417,2417,0,5597
2026-04-15,Pool Bar,Heineken,Beer,0,0,8603,8603,0
2026-04-15,Pool Bar,Hennessy,Brandy,0,482,482,0,13041
2026-04-15,Pool Bar,Jack Daniel's,Whisky,12750,2027,2027,0,10723
2026-04-15,Pool Bar,Johnnie Walker Red,Whisky,0,3252,3252,0,5008
2026-04-15,Pool Bar,Jose Cuervo,Tequila,0,1404,1404,0,3350
2026-04-15,Pool Bar,Kingfisher Premium,Beer,13000,12565,12565,0,435
2026-04-15,Pool Bar,Smirnoff Vodka,Vodka,0,0,4082,4082,0
2026-04-15,Rooftop Bar,Bacardi White,Rum,0,0,4072,4072,0
2026-04-15,Rooftop Bar,Baileys,Liqueur,0,1232,1232,0,6222
2026-04-15,Rooftop Bar,Bombay Sapphire,Gin,0,2915,2915,0,4118
2026-04-15,Rooftop Bar,Heineken,Beer,0,485,9871,9386,0
2026-04-15,Rooftop Bar,Hennessy,Brandy,0,856,856,0,1419
2026-04-15,Rooftop Bar,Jack Daniel's,Whisky,0,1845,1845,0,2716
2026-04-15,Rooftop Bar,Johnnie Walker Red,Whisky,0,4902,4902,0,4127
2026-04-15,Rooftop Bar,Jose Cuervo,Tequila,0,1433,1433,0,5468
2026-04-15,Rooftop Bar,Kingfisher Premium,Beer,5850,5850,13017,7167,0
2026-04-15,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,4919,4919,0
2026-04-15,Sky Lounge,Bacardi White,Rum,0,0,2951,2951,0
2026-04-15,Sky Lounge,Baileys,Liqueur,0,0,0,0,14156
2026-04-15,Sky Lounge,Bombay Sapphire,Gin,9750,2711,2711,0,7039
2026-04-15,Sky Lounge,Heineken,Beer,7150,10270,10270,0,159
2026-04-15,Sky Lounge,Hennessy,Brandy,11200,0,0,0,11811
2026-04-15,Sky Lounge,Jack Daniel's,Whisky,11250,2991,2991,0,10436
2026-04-15,Sky Lounge,Johnnie Walker Red,Whisky,9750,4519,4519,0,7501
2026-04-15,Sky Lounge,Jose Cuervo,Tequila,0,1698,1698,0,6475
2026-04-15,Sky Lounge,Kingfisher Premium,Beer,0,0,10841,10841,0
2026-04-15,Sky Lounge,Smirnoff Vodka,Vodka,12000,4810,4810,0,17709
2026-04-16,Garden Bar,Bacardi White,Rum,0,2043,2043,0,6063
2026-04-16,Garden Bar,Baileys,Liqueur,0,0,0,0,8777
2026-04-16,Garden Bar,Bombay Sapphire,Gin,0,1899,1899,0,10745
2026-04-16,Garden Bar,Heineken,Beer,11050,5468,5468,0,6323
2026-04-16,Garden Bar,Hennessy,Brandy,0,571,571,0,11598
2026-04-16,Garden Bar,Jack Daniel's,Whisky,0,1331,1331,0,4443
2026-04-16,Garden Bar,Johnnie Walker Red,Whisky,10500,2335,2335,0,10022
2026-04-16,Garden Bar,Jose Cuervo,Tequila,0,1072,1072,0,4731
2026-04-16,Garden Bar,Kingfisher Premium,Beer,0,937,7248,6311,0
2026-04-16,Garden Bar,Smirnoff Vodka,Vodka,0,0,2657,2657,0
2026-04-16,Lobby Bar,Bacardi White,Rum,0,2576,2576,0,2862
2026-04-16,Lobby Bar,Baileys,Liqueur,0,628,628,0,8645
2026-04-16,Lobby Bar,Bombay Sapphire,Gin,0,2264,2264,0,10572
2026-04-16,Lobby Bar,Heineken,Beer,0,698,6587,5889,0
2026-04-16,Lobby Bar,Hennessy,Brandy,0,181,627,446,0
2026-04-16,Lobby Bar,Jack Daniel's,Whisky,0,1668,1668,0,8729
2026-04-16,Lobby Bar,Johnnie Walker Red,Whisky,0,2882,2882,0,2979
2026-04-16,Lobby Bar,Jose Cuervo,Tequila,0,713,1359,646,446
2026-04-16,Lobby Bar,Kingfisher Premium,Beer,0,0,9476,9476,0
2026-04-16,Lobby Bar,Smirnoff Vodka,Vodka,0,3103,3103,0,5668
2026-04-16,Pool Bar,Bacardi White,Rum,12750,3066,3066,0,11452
2026-04-16,Pool Bar,Baileys,Liqueur,0,999,999,0,873
2026-04-16,Pool Bar,Bombay Sapphire,Gin,0,2561,2561,0,2573
2026-04-16,Pool Bar,Heineken,Beer,5200,5200,6735,1535,0
2026-04-16,Pool Bar,Hennessy,Brandy,0,749,749,0,12146
2026-04-16,Pool Bar,Jack Daniel's,Whisky,0,2072,2072,0,10563
2026-04-16,Pool Bar,Johnnie Walker Red,Whisky,0,2083,3383,1300,0
2026-04-16,Pool Bar,Jose Cuervo,Tequila,0,1661,1661,0,3143
2026-04-16,Pool Bar,Kingfisher Premium,Beer,0,435,8095,7660,0
2026-04-16,Pool Bar,Smirnoff Vodka,Vodka,0,0,4004,4004,0
2026-04-16,Rooftop Bar,Bacardi White,Rum,0,0,4372,4372,0
2026-04-16,Rooftop Bar,Baileys,Liqueur,0,1171,1171,0,4586
2026-04-16,Rooftop Bar,Bombay Sapphire,Gin,9000,2944,2944,0,9151
2026-04-16,Rooftop Bar,Heineken,Beer,5200,5200,10304,5104,0
2026-04-16,Rooftop Bar,Hennessy,Brandy,0,1041,1041,0,1336
2026-04-16,Rooftop Bar,Jack Daniel's,Whisky,0,2315,2315,0,233
2026-04-16,Rooftop Bar,Johnnie Walker Red,Whisky,6000,4881,4881,0,4741
2026-04-16,Rooftop Bar,Jose Cuervo,Tequila,0,1895,1895,0,3951
2026-04-16,Rooftop Bar,Kingfisher Premium,Beer,0,0,11873,11873,0
2026-04-16,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,4590,4590,0
2026-04-16,Sky Lounge,Bacardi White,Rum,0,0,2533,2533,0
2026-04-16,Sky Lounge,Baileys,Liqueur,0,949,949,0,13207
2026-04-16,Sky Lounge,Bombay Sapphire,Gin,0,4115,4115,0,2924
2026-04-16,Sky Lounge,Heineken,Beer,0,159,9927,9768,0
2026-04-16,Sky Lounge,Hennessy,Brandy,0,844,844,0,11700
2026-04-16,Sky Lounge,Jack Daniel's,Whisky,0,2826,2826,0,7407
2026-04-16,Sky Lounge,Johnnie Walker Red,Whisky,0,5775,5775,0,1726
2026-04-16,Sky Lounge,Jose Cuervo,Tequila,0,2117,2117,0,5749
2026-04-16,Sky Lounge,Kingfisher Premium,Beer,9750,9750,14553,4803,6631
2026-04-16,Sky Lounge,Smirnoff Vodka,Vodka,0,6296,6296,0,6759
2026-04-17,Garden Bar,Bacardi White,Rum,0,2836,2836,0,3784
2026-04-17,Garden Bar,Baileys,Liqueur,0,562,562,0,8215
2026-04-17,Garden Bar,Bombay Sapphire,Gin,0,2674,2674,0,7628
2026-04-17,Garden Bar,Heineken,Beer,11050,8099,8099,0,8533
2026-04-17,Garden Bar,Hennessy,Brandy,0,782,782,0,10649
2026-04-17,Garden Bar,Jack Daniel's,Whisky,0,1897,1897,0,2834
2026-04-17,Garden Bar,Johnnie Walker Red,Whisky,0,2771,2771,0,6235
2026-04-17,Garden Bar,Jose Cuervo,Tequila,0,1535,1535,0,4192
2026-04-17,Garden Bar,Kingfisher Premium,Beer,0,0,8391,8391,0
2026-04-17,Garden Bar,Smirnoff Vodka,Vodka,15000,4170,4170,0,10830
2026-04-17,Lobby Bar,Bacardi White,Rum,10500,3163,3163,0,11408
2026-04-17,Lobby Bar,Baileys,Liqueur,0,814,814,0,7831
2026-04-17,Lobby Bar,Bombay Sapphire,Gin,0,2204,2204,0,9617
2026-04-17,Lobby Bar,Heineken,Beer,8450,8300,8300,0,150
2026-04-17,Lobby Bar,Hennessy,Brandy,0,0,660,660,0
2026-04-17,Lobby Bar,Jack Daniel's,Whisky,0,2521,2521,0,6208
2026-04-17,Lobby Bar,Johnnie Walker Red,Whisky,7500,3825,3825,0,8486
2026-04-17,Lobby Bar,Jose Cuervo,Tequila,0,0,1666,1666,0
2026-04-17,Lobby Bar,Kingfisher Premium,Beer,7800,7800,12412,4612,0
2026-04-17,Lobby Bar,Smirnoff Vodka,Vodka,0,3284,3284,0,5467
2026-04-17,Pool Bar,Bacardi White,Rum,0,3735,3735,0,5949
2026-04-17,Pool Bar,Baileys,Liqueur,0,232,1138,906,0
2026-04-17,Pool Bar,Bombay Sapphire,Gin,9000,3071,3071,0,8646
2026-04-17,Pool Bar,Heineken,Beer,10400,10140,10140,0,7217
2026-04-17,Pool Bar,Hennessy,Brandy,0,961,961,0,11185
2026-04-17,Pool Bar,Jack Daniel's,Whisky,0,2812,2812,0,5839
2026-04-17,Pool Bar,Johnnie Walker Red,Whisky,0,0,6004,6004,0
2026-04-17,Pool Bar,Jose Cuervo,Tequila,0,1588,1588,0,335
2026-04-17,Pool Bar,Kingfisher Premium,Beer,0,0,12671,12671,0
2026-04-17,Pool Bar,Smirnoff Vodka,Vodka,7500,6038,6038,0,4762
2026-04-17,Rooftop Bar,Bacardi White,Rum,0,0,4095,4095,0
2026-04-17,Rooftop Bar,Baileys,Liqueur,0,1334,1334,0,3272
2026-04-17,Rooftop Bar,Bombay Sapphire,Gin,0,5408,5408,0,5103
2026-04-17,Rooftop Bar,Heineken,Beer,6500,6500,16221,9721,0
2026-04-17,Rooftop Bar,Hennessy,Brandy,0,378,1293,915,0
2026-04-17,Rooftop Bar,Jack Daniel's,Whisky,15750,2862,2862,0,13121
2026-04-17,Rooftop Bar,Johnnie Walker Red,Whisky,0,3031,7225,4194,736
2026-04-17,Rooftop Bar,Jose Cuervo,Tequila,0,1824,1824,0,3292
2026-04-17,Rooftop Bar,Kingfisher Premium,Beer,0,0,21071,21071,0
2026-04-17,Rooftop Bar,Smirnoff Vodka,Vodka,8250,8218,8218,0,3255
2026-04-17,Sky Lounge,Bacardi White,Rum,0,0,4395,4395,0
2026-04-17,Sky Lounge,Baileys,Liqueur,0,1477,1477,0,11730
2026-04-17,Sky Lounge,Bombay Sapphire,Gin,0,2924,4544,1620,0
2026-04-17,Sky Lounge,Heineken,Beer,9750,9750,15921,6171,0
2026-04-17,Sky Lounge,Hennessy,Brandy,0,1183,1183,0,9784
2026-04-17,Sky Lounge,Jack Daniel's,Whisky,0,3775,3775,0,2787
2026-04-17,Sky Lounge,Johnnie Walker Red,Whisky,0,1726,4951,3225,0
2026-04-17,Sky Lounge,Jose Cuervo,Tequila,0,3404,3404,0,954
2026-04-17,Sky Lounge,Kingfisher Premium,Beer,0,0,21657,21657,0
2026-04-17,Sky Lounge,Smirnoff Vodka,Vodka,0,6759,8376,1617,0
2026-04-18,Garden Bar,Bacardi White,Rum,0,3227,3234,7,756
2026-04-18,Garden Bar,Baileys,Liqueur,0,0,0,0,8215
2026-04-18,Garden Bar,Bombay Sapphire,Gin,0,2569,2569,0,5059
2026-04-18,Garden Bar,Heineken,Beer,12350,9442,9442,0,11441
2026-04-18,Garden Bar,Hennessy,Brandy,0,865,865,0,9784
2026-04-18,Garden Bar,Jack Daniel's,Whisky,10500,2563,2563,0,10277
2026-04-18,Garden Bar,Johnnie Walker Red,Whisky,0,4551,4551,0,843
2026-04-18,Garden Bar,Jose Cuervo,Tequila,0,1835,1835,0,2286
2026-04-18,Garden Bar,Kingfisher Premium,Beer,0,0,11101,11101,0
2026-04-18,Garden Bar,Smirnoff Vodka,Vodka,0,4710,4710,0,6882
2026-04-18,Lobby Bar,Bacardi White,Rum,0,3191,3191,0,7008
2026-04-18,Lobby Bar,Baileys,Liqueur,0,1034,1034,0,7362
2026-04-18,Lobby Bar,Bombay Sapphire,Gin,0,2966,2966,0,5130
2026-04-18,Lobby Bar,Heineken,Beer,0,150,12623,12473,0
2026-04-18,Lobby Bar,Hennessy,Brandy,13300,775,775,0,12525
2026-04-18,Lobby Bar,Jack Daniel's,Whisky,0,3417,3417,0,2791
2026-04-18,Lobby Bar,Johnnie Walker Red,Whisky,0,4605,4605,0,2049
2026-04-18,Lobby Bar,Jose Cuervo,Tequila,14250,1515,1515,0,12735
2026-04-18,Lobby Bar,Kingfisher Premium,Beer,7150,7150,13680,6530,133
2026-04-18,Lobby Bar,Smirnoff Vodka,Vodka,0,2384,4268,1884,0
2026-04-18,Pool Bar,Bacardi White,Rum,0,4613,4613,0,1336
2026-04-18,Pool Bar,Baileys,Liqueur,0,0,1213,1213,0
2026-04-18,Pool Bar,Bombay Sapphire,Gin,0,4314,4314,0,5181
2026-04-18,Pool Bar,Heineken,Beer,9100,9360,12959,3599,0
2026-04-18,Pool Bar,Hennessy,Brandy,0,1320,1320,0,9865
2026-04-18,Pool Bar,Jack Daniel's,Whisky,0,2807,2807,0,3032
2026-04-18,Pool Bar,Johnnie Walker Red,Whisky,11250,6773,6773,0,4477
2026-04-18,Pool Bar,Jose Cuervo,Tequila,0,101,2619,2518,0
2026-04-18,Pool Bar,Kingfisher Premium,Beer,13650,13650,13978,328,10249
2026-04-18,Pool Bar,Smirnoff Vodka,Vodka,11250,4116,4116,0,8596
2026-04-18,Rooftop Bar,Bacardi White,Rum,0,0,5681,5681,0
2026-04-18,Rooftop Bar,Baileys,Liqueur,0,1790,1790,0,1174
2026-04-18,Rooftop Bar,Bombay Sapphire,Gin,0,2386,5353,2967,0
2026-04-18,Rooftop Bar,Heineken,Beer,0,0,19207,19207,0
2026-04-18,Rooftop Bar,Hennessy,Brandy,0,0,1472,1472,0
2026-04-18,Rooftop Bar,Jack Daniel's,Whisky,0,4090,4090,0,11983
2026-04-18,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,5581,5581,0
2026-04-18,Rooftop Bar,Jose Cuervo,Tequila,0,1749,2738,989,0
2026-04-18,Rooftop Bar,Kingfisher Premium,Beer,10400,10400,18706,8306,0
2026-04-18,Rooftop Bar,Smirnoff Vodka,Vodka,15000,9692,9692,0,10894
2026-04-18,Sky Lounge,Bacardi White,Rum,0,0,7927,7927,0
2026-04-18,Sky Lounge,Baileys,Liqueur,0,1726,1726,0,10004
2026-04-18,Sky Lounge,Bombay Sapphire,Gin,0,0,4967,4967,0
2026-04-18,Sky Lounge,Heineken,Beer,9100,9100,19214,10114,0
2026-04-18,Sky Lounge,Hennessy,Brandy,0,1512,1512,0,9451
2026-04-18,Sky Lounge,Jack Daniel's,Whisky,0,1658,4519,2861,0
2026-04-18,Sky Lounge,Johnnie Walker Red,Whisky,0,0,7450,7450,0
2026-04-18,Sky Lounge,Jose Cuervo,Tequila,0,954,3540,2586,0
2026-04-18,Sky Lounge,Kingfisher Premium,Beer,0,0,24096,24096,0
2026-04-18,Sky Lounge,Smirnoff Vodka,Vodka,9750,9167,9167,0,583
2026-04-19,Garden Bar,Bacardi White,Rum,0,0,2328,2328,0
2026-04-19,Garden Bar,Baileys,Liqueur,0,0,0,0,8215
2026-04-19,Garden Bar,Bombay Sapphire,Gin,0,2027,2027,0,4333
2026-04-19,Garden Bar,Heineken,Beer,0,6840,6840,0,4601
2026-04-19,Garden Bar,Hennessy,Brandy,0,621,621,0,9163
2026-04-19,Garden Bar,Jack Daniel's,Whisky,0,2036,2036,0,8241
2026-04-19,Garden Bar,Johnnie Walker Red,Whisky,0,843,3182,2339,0
2026-04-19,Garden Bar,Jose Cuervo,Tequila,6000,1074,1074,0,6594
2026-04-19,Garden Bar,Kingfisher Premium,Beer,5850,5850,8243,2393,0
2026-04-19,Garden Bar,Smirnoff Vodka,Vodka,0,3247,3247,0,3679
2026-04-19,Lobby Bar,Bacardi White,Rum,0,2490,2490,0,5107
2026-04-19,Lobby Bar,Baileys,Liqueur,0,720,720,0,6301
2026-04-19,Lobby Bar,Bombay Sapphire,Gin,0,2491,2491,0,2639
2026-04-19,Lobby Bar,Heineken,Beer,0,0,5672,5672,0
2026-04-19,Lobby Bar,Hennessy,Brandy,0,806,806,0,11719
2026-04-19,Lobby Bar,Jack Daniel's,Whisky,0,2361,2361,0,430
2026-04-19,Lobby Bar,Johnnie Walker Red,Whisky,0,2049,3709,1660,0
2026-04-19,Lobby Bar,Jose Cuervo,Tequila,0,1397,1397,0,11338
2026-04-19,Lobby Bar,Kingfisher Premium,Beer,0,0,11919,11919,0
2026-04-19,Lobby Bar,Smirnoff Vodka,Vodka,0,0,3989,3989,0
2026-04-19,Pool Bar,Bacardi White,Rum,0,1336,2990,1654,0
