Date Time Served,Bar Name,Brand Name,Category,Bottle Size (ml),Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),Requested Demand (ml),Potential Lost Demand (ml),Date,Day of Week,Conservation Check
2026-03-06 22:33:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10694,0,1184,9510,1184,0,2026-03-06,Friday,True
2026-03-06 23:47:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12287,0,1593,10694,1593,0,2026-03-06,Friday,True
2026-03-07 19:16:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7075,0,3843,3232,3843,0,2026-03-07,Saturday,True
2026-03-07 20:45:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8596,0,1521,7075,1521,0,2026-03-07,Saturday,True
2026-03-08 17:59:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3232,0,2715,517,2715,0,2026-03-08,Sunday,True
2026-03-08 20:09:00,Lobby Bar,Smirnoff Vodka,Vodka,750,517,0,517,0,1704,1187,2026-03-08,Sunday,True
2026-03-09 18:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11569,0,782,10787,782,0,2026-03-09,Monday,True
2026-03-09 20:34:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10787,0,912,9875,912,0,2026-03-09,Monday,True
2026-03-09 23:58:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,12000,431,11569,431,0,2026-03-09,Monday,True
2026-03-10 11:20:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8924,0,167,8757,167,0,2026-03-10,Tuesday,True
2026-03-10 16:08:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8757,0,843,7914,843,0,2026-03-10,Tuesday,True
2026-03-10 17:25:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7914,0,369,7545,369,0,2026-03-10,Tuesday,True
2026-03-10 19:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9875,0,951,8924,951,0,2026-03-10,Tuesday,True
2026-03-10 20:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7545,0,423,7122,423,0,2026-03-10,Tuesday,True
2026-03-11 19:28:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7122,0,1522,5600,1522,0,2026-03-11,Wednesday,True
2026-03-11 20:50:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5316,0,821,4495,821,0,2026-03-11,Wednesday,True
2026-03-11 21:28:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5600,0,284,5316,284,0,2026-03-11,Wednesday,True
2026-03-12 10:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2757,0,526,2231,526,0,2026-03-12,Thursday,True
2026-03-12 14:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4495,0,1738,2757,1738,0,2026-03-12,Thursday,True
2026-03-12 21:26:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2231,0,1249,982,1249,0,2026-03-12,Thursday,True
2026-03-13 22:06:00,Lobby Bar,Smirnoff Vodka,Vodka,750,982,0,982,0,2477,1495,2026-03-13,Friday,True
2026-03-13 22:20:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,2823,2823,2026-03-13,Friday,True
2026-03-13 23:37:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,251,251,2026-03-13,Friday,True
2026-03-14 14:25:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1331,1331,2026-03-14,Saturday,True
2026-03-14 22:45:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1792,1792,2026-03-14,Saturday,True
2026-03-14 22:55:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,3292,3292,2026-03-14,Saturday,True
2026-03-15 12:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,14297,0,2260,12037,2260,0,2026-03-15,Sunday,True
2026-03-15 16:11:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,15750,1453,14297,1453,0,2026-03-15,Sunday,True
2026-03-15 22:04:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12037,0,749,11288,749,0,2026-03-15,Sunday,True
2026-03-16 22:19:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10252,0,2350,7902,2350,0,2026-03-16,Monday,True
2026-03-16 23:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11288,0,1036,10252,1036,0,2026-03-16,Monday,True
2026-03-17 15:11:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6567,0,1274,5293,1274,0,2026-03-17,Tuesday,True
2026-03-17 17:06:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7902,0,940,6962,940,0,2026-03-17,Tuesday,True
2026-03-17 21:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6962,0,395,6567,395,0,2026-03-17,Tuesday,True
2026-03-17 23:29:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5293,0,314,4979,314,0,2026-03-17,Tuesday,True
2026-03-18 13:17:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3076,0,324,2752,324,0,2026-03-18,Wednesday,True
2026-03-18 16:55:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2752,0,241,2511,241,0,2026-03-18,Wednesday,True
2026-03-18 17:35:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4979,0,985,3994,985,0,2026-03-18,Wednesday,True
2026-03-18 18:04:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2511,0,906,1605,906,0,2026-03-18,Wednesday,True
2026-03-18 22:38:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3994,0,918,3076,918,0,2026-03-18,Wednesday,True
2026-03-19 12:55:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1605,0,315,1290,315,0,2026-03-19,Thursday,True
2026-03-19 13:02:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1290,0,599,691,599,0,2026-03-19,Thursday,True
2026-03-19 18:11:00,Lobby Bar,Smirnoff Vodka,Vodka,750,691,0,691,0,947,256,2026-03-19,Thursday,True
2026-03-19 21:48:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,475,475,2026-03-19,Thursday,True
2026-03-19 22:31:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,933,933,2026-03-19,Thursday,True
2026-03-20 15:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5357,0,1623,3734,1623,0,2026-03-20,Friday,True
2026-03-20 19:29:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3734,0,2838,896,2838,0,2026-03-20,Friday,True
2026-03-20 20:12:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,6000,643,5357,643,0,2026-03-20,Friday,True
2026-03-21 13:03:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12772,0,867,11905,867,0,2026-03-21,Saturday,True
2026-03-21 16:56:00,Lobby Bar,Smirnoff Vodka,Vodka,750,13992,0,1220,12772,1220,0,2026-03-21,Saturday,True
2026-03-21 20:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,14022,0,30,13992,30,0,2026-03-21,Saturday,True
2026-03-21 22:43:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11905,0,1134,10771,1134,0,2026-03-21,Saturday,True
2026-03-21 23:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,896,14250,1124,14022,1124,0,2026-03-21,Saturday,True
2026-03-22 15:06:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9475,0,77,9398,77,0,2026-03-22,Sunday,True
2026-03-22 15:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9398,0,1835,7563,1835,0,2026-03-22,Sunday,True
2026-03-22 17:51:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10771,0,1296,9475,1296,0,2026-03-22,Sunday,True
2026-03-22 23:14:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7563,0,1342,6221,1342,0,2026-03-22,Sunday,True
2026-03-23 19:58:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4980,0,1277,3703,1277,0,2026-03-23,Monday,True
2026-03-23 23:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6221,0,1241,4980,1241,0,2026-03-23,Monday,True
2026-03-23 23:54:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3703,0,326,3377,326,0,2026-03-23,Monday,True
2026-03-24 11:50:00,Lobby Bar,Smirnoff Vodka,Vodka,750,15114,0,75,15039,75,0,2026-03-24,Tuesday,True
2026-03-24 12:14:00,Lobby Bar,Smirnoff Vodka,Vodka,750,15039,0,1404,13635,1404,0,2026-03-24,Tuesday,True
2026-03-24 18:57:00,Lobby Bar,Smirnoff Vodka,Vodka,750,13635,0,1057,12578,1057,0,2026-03-24,Tuesday,True
2026-03-24 23:35:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3377,12750,1013,15114,1013,0,2026-03-24,Tuesday,True
2026-03-25 11:04:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12578,0,1074,11504,1074,0,2026-03-25,Wednesday,True
2026-03-25 14:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11124,0,520,10604,520,0,2026-03-25,Wednesday,True
2026-03-25 19:02:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10604,0,1068,9536,1068,0,2026-03-25,Wednesday,True
2026-03-25 21:32:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11504,0,380,11124,380,0,2026-03-25,Wednesday,True
2026-03-26 10:15:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8823,0,405,8418,405,0,2026-03-26,Thursday,True
2026-03-26 11:17:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8418,0,926,7492,926,0,2026-03-26,Thursday,True
2026-03-26 14:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9536,0,713,8823,713,0,2026-03-26,Thursday,True
2026-03-26 21:41:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7071,0,593,6478,593,0,2026-03-26,Thursday,True
2026-03-26 23:31:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7492,0,421,7071,421,0,2026-03-26,Thursday,True
2026-03-27 18:59:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5247,0,2044,3203,2044,0,2026-03-27,Friday,True
2026-03-27 21:41:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6478,0,1231,5247,1231,0,2026-03-27,Friday,True
2026-03-27 21:47:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3203,0,2419,784,2419,0,2026-03-27,Friday,True
2026-03-28 20:44:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,737,737,2026-03-28,Saturday,True
2026-03-28 20:56:00,Lobby Bar,Smirnoff Vodka,Vodka,750,784,0,784,0,3574,2790,2026-03-28,Saturday,True
2026-03-29 14:33:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,560,560,2026-03-29,Sunday,True
2026-03-29 18:47:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,121,121,2026-03-29,Sunday,True
2026-03-29 19:03:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,416,416,2026-03-29,Sunday,True
2026-03-29 20:50:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,509,509,2026-03-29,Sunday,True
2026-03-29 23:28:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,2034,2034,2026-03-29,Sunday,True
2026-03-30 10:43:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1182,1182,2026-03-30,Monday,True
2026-03-30 23:38:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1775,1775,2026-03-30,Monday,True
2026-03-31 18:10:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,719,719,2026-03-31,Tuesday,True
2026-03-31 18:41:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1226,1226,2026-03-31,Tuesday,True
2026-03-31 23:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,952,952,2026-03-31,Tuesday,True
2026-04-01 12:44:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,535,535,2026-04-01,Wednesday,True
2026-04-01 15:18:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,449,449,2026-04-01,Wednesday,True
2026-04-01 16:10:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1182,1182,2026-04-01,Wednesday,True
2026-04-01 21:26:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1175,1175,2026-04-01,Wednesday,True
2026-04-02 16:55:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1522,1522,2026-04-02,Thursday,True
2026-04-02 19:23:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,311,311,2026-04-02,Thursday,True
2026-04-02 22:49:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1438,1438,2026-04-02,Thursday,True
2026-04-02 23:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,455,455,2026-04-02,Thursday,True
2026-04-03 10:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,23,23,2026-04-03,Friday,True
2026-04-03 14:23:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,361,361,2026-04-03,Friday,True
2026-04-03 17:44:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1301,1301,2026-04-03,Friday,True
2026-04-03 18:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1987,1987,2026-04-03,Friday,True
2026-04-03 18:45:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,425,425,2026-04-03,Friday,True
2026-04-04 10:19:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12867,0,2629,10238,2629,0,2026-04-04,Saturday,True
2026-04-04 21:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10238,0,1297,8941,1297,0,2026-04-04,Saturday,True
2026-04-04 23:12:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,14250,1383,12867,1383,0,2026-04-04,Saturday,True
2026-04-05 12:49:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8941,0,491,8450,491,0,2026-04-05,Sunday,True
2026-04-05 17:53:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8450,0,3093,5357,3093,0,2026-04-05,Sunday,True
2026-04-05 19:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5357,0,581,4776,581,0,2026-04-05,Sunday,True
2026-04-06 13:12:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4776,0,861,3915,861,0,2026-04-06,Monday,True
2026-04-06 14:51:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3915,0,1326,2589,1326,0,2026-04-06,Monday,True
2026-04-06 19:10:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2589,0,320,2269,320,0,2026-04-06,Monday,True
2026-04-07 12:48:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2269,0,2269,0,2649,380,2026-04-07,Tuesday,True
2026-04-07 22:51:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1270,1270,2026-04-07,Tuesday,True
2026-04-08 10:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,9750,100,9650,100,0,2026-04-08,Wednesday,True
2026-04-08 14:57:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9167,0,226,8941,226,0,2026-04-08,Wednesday,True
2026-04-08 16:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8941,0,1546,7395,1546,0,2026-04-08,Wednesday,True
2026-04-08 19:42:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7395,0,809,6586,809,0,2026-04-08,Wednesday,True
2026-04-08 20:26:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9650,0,483,9167,483,0,2026-04-08,Wednesday,True
2026-04-09 14:59:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5560,0,2648,2912,2648,0,2026-04-09,Thursday,True
2026-04-09 19:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6586,0,1026,5560,1026,0,2026-04-09,Thursday,True
2026-04-09 23:35:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2912,0,279,2633,279,0,2026-04-09,Thursday,True
2026-04-10 12:19:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1741,0,1081,660,1081,0,2026-04-10,Friday,True
2026-04-10 17:20:00,Lobby Bar,Smirnoff Vodka,Vodka,750,660,0,660,0,906,246,2026-04-10,Friday,True
2026-04-10 18:29:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2633,0,892,1741,892,0,2026-04-10,Friday,True
2026-04-10 23:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1457,1457,2026-04-10,Friday,True
2026-04-11 13:58:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3616,0,924,2692,924,0,2026-04-11,Saturday,True
2026-04-11 18:17:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2692,0,2010,682,2010,0,2026-04-11,Saturday,True
2026-04-11 19:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,682,0,437,245,437,0,2026-04-11,Saturday,True
2026-04-11 23:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,6000,2384,3616,2384,0,2026-04-11,Saturday,True
2026-04-12 13:32:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12223,0,746,11477,746,0,2026-04-12,Sunday,True
2026-04-12 14:20:00,Lobby Bar,Smirnoff Vodka,Vodka,750,15202,0,2979,12223,2979,0,2026-04-12,Sunday,True
2026-04-12 14:46:00,Lobby Bar,Smirnoff Vodka,Vodka,750,245,15000,43,15202,43,0,2026-04-12,Sunday,True
2026-04-12 21:57:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11477,0,1189,10288,1189,0,2026-04-12,Sunday,True
2026-04-13 12:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10288,0,712,9576,712,0,2026-04-13,Monday,True
2026-04-13 22:51:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9576,0,2316,7260,2316,0,2026-04-13,Monday,True
2026-04-14 20:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5329,0,1278,4051,1278,0,2026-04-14,Tuesday,True
2026-04-14 21:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7260,0,1931,5329,1931,0,2026-04-14,Tuesday,True
2026-04-15 14:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4051,9000,419,12632,419,0,2026-04-15,Wednesday,True
2026-04-15 19:44:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12632,0,2477,10155,2477,0,2026-04-15,Wednesday,True
2026-04-15 23:41:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10155,0,1384,8771,1384,0,2026-04-15,Wednesday,True
2026-04-16 13:18:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8771,0,1767,7004,1767,0,2026-04-16,Thursday,True
2026-04-16 18:04:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7004,0,1336,5668,1336,0,2026-04-16,Thursday,True
2026-04-17 21:01:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5467,0,2026,3441,2026,0,2026-04-17,Friday,True
2026-04-17 22:03:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3441,0,1057,2384,1057,0,2026-04-17,Friday,True
2026-04-17 22:40:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5668,0,201,5467,201,0,2026-04-17,Friday,True
2026-04-18 11:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2384,0,937,1447,937,0,2026-04-18,Saturday,True
2026-04-18 11:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1502,1502,2026-04-18,Saturday,True
2026-04-18 14:52:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1447,0,1447,0,1611,164,2026-04-18,Saturday,True
2026-04-18 20:45:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,218,218,2026-04-18,Saturday,True
2026-04-19 13:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1265,1265,2026-04-19,Sunday,True
2026-04-19 23:16:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,2724,2724,2026-04-19,Sunday,True
2026-04-20 16:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,13500,271,13229,271,0,2026-04-20,Monday,True
2026-04-20 19:06:00,Lobby Bar,Smirnoff Vodka,Vodka,750,13229,0,1480,11749,1480,0,2026-04-20,Monday,True
2026-04-20 23:25:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11749,0,1280,10469,1280,0,2026-04-20,Monday,True
2026-04-21 16:01:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10469,0,233,10236,233,0,2026-04-21,Tuesday,True
2026-04-21 18:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,10236,0,2068,8168,2068,0,2026-04-21,Tuesday,True
2026-04-21 19:31:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8168,0,786,7382,786,0,2026-04-21,Tuesday,True
2026-04-22 11:42:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7382,0,1618,5764,1618,0,2026-04-22,Wednesday,True
2026-04-22 19:23:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5194,0,503,4691,503,0,2026-04-22,Wednesday,True
2026-04-22 19:48:00,Lobby Bar,Smirnoff Vodka,Vodka,750,5764,0,570,5194,570,0,2026-04-22,Wednesday,True
2026-04-22 20:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4691,0,371,4320,371,0,2026-04-22,Wednesday,True
2026-04-22 23:33:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4320,0,165,4155,165,0,2026-04-22,Wednesday,True
2026-04-23 11:50:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2766,0,1095,1671,1095,0,2026-04-23,Thursday,True
2026-04-23 16:27:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4155,0,1389,2766,1389,0,2026-04-23,Thursday,True
2026-04-23 20:30:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1671,0,1283,388,1283,0,2026-04-23,Thursday,True
2026-04-24 19:48:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11837,0,792,11045,792,0,2026-04-24,Friday,True
2026-04-24 21:41:00,Lobby Bar,Smirnoff Vodka,Vodka,750,388,13500,2051,11837,2051,0,2026-04-24,Friday,True
2026-04-24 22:32:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11045,0,1154,9891,1154,0,2026-04-24,Friday,True
2026-04-25 15:07:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9891,0,1537,8354,1537,0,2026-04-25,Saturday,True
2026-04-25 18:22:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4210,0,61,4149,61,0,2026-04-25,Saturday,True
2026-04-25 20:47:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4519,0,309,4210,309,0,2026-04-25,Saturday,True
2026-04-25 23:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,8354,0,1520,6834,1520,0,2026-04-25,Saturday,True
2026-04-25 23:04:00,Lobby Bar,Smirnoff Vodka,Vodka,750,6834,0,2315,4519,2315,0,2026-04-25,Saturday,True
2026-04-26 18:56:00,Lobby Bar,Smirnoff Vodka,Vodka,750,15013,0,498,14515,498,0,2026-04-26,Sunday,True
2026-04-26 19:45:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4149,14250,1095,17304,1095,0,2026-04-26,Sunday,True
2026-04-26 20:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,17304,0,566,16738,566,0,2026-04-26,Sunday,True
2026-04-26 22:56:00,Lobby Bar,Smirnoff Vodka,Vodka,750,16738,0,1725,15013,1725,0,2026-04-26,Sunday,True
2026-04-27 13:48:00,Lobby Bar,Smirnoff Vodka,Vodka,750,14086,0,1779,12307,1779,0,2026-04-27,Monday,True
2026-04-27 14:46:00,Lobby Bar,Smirnoff Vodka,Vodka,750,14515,0,429,14086,429,0,2026-04-27,Monday,True
2026-04-27 21:19:00,Lobby Bar,Smirnoff Vodka,Vodka,750,12307,0,1021,11286,1021,0,2026-04-27,Monday,True
2026-04-28 10:28:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9960,0,912,9048,912,0,2026-04-28,Tuesday,True
2026-04-28 19:23:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9048,0,1434,7614,1434,0,2026-04-28,Tuesday,True
2026-04-28 20:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11286,0,1326,9960,1326,0,2026-04-28,Tuesday,True
2026-04-29 20:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,4773,0,1076,3697,1076,0,2026-04-29,Wednesday,True
2026-04-29 23:43:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7614,0,2841,4773,2841,0,2026-04-29,Wednesday,True
2026-04-30 22:16:00,Lobby Bar,Smirnoff Vodka,Vodka,750,1777,0,1398,379,1398,0,2026-04-30,Thursday,True
2026-04-30 22:36:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3697,0,1920,1777,1920,0,2026-04-30,Thursday,True
2026-05-01 11:56:00,Lobby Bar,Smirnoff Vodka,Vodka,750,379,0,379,0,2862,2483,2026-05-01,Friday,True
2026-05-01 14:59:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1342,1342,2026-05-01,Friday,True
2026-05-01 17:23:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,625,625,2026-05-01,Friday,True
2026-05-01 23:26:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,839,839,2026-05-01,Friday,True
2026-05-02 12:30:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,9000,1843,7157,1843,0,2026-05-02,Saturday,True
2026-05-02 15:03:00,Lobby Bar,Smirnoff Vodka,Vodka,750,7157,0,3828,3329,3828,0,2026-05-02,Saturday,True
2026-05-02 18:05:00,Lobby Bar,Smirnoff Vodka,Vodka,750,3329,0,453,2876,453,0,2026-05-02,Saturday,True
2026-05-03 11:29:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2876,0,176,2700,176,0,2026-05-03,Sunday,True
2026-05-03 11:39:00,Lobby Bar,Smirnoff Vodka,Vodka,750,2700,0,2241,459,2241,0,2026-05-03,Sunday,True
2026-05-03 12:51:00,Lobby Bar,Smirnoff Vodka,Vodka,750,459,0,459,0,874,415,2026-05-03,Sunday,True
2026-05-03 21:58:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1065,1065,2026-05-03,Sunday,True
2026-05-04 10:54:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,750,750,2026-05-04,Monday,True
2026-05-04 14:44:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,1858,1858,2026-05-04,Monday,True
2026-05-04 18:21:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,0,0,0,344,344,2026-05-04,Monday,True
2026-05-05 10:12:00,Lobby Bar,Smirnoff Vodka,Vodka,750,0,15000,1298,13702,1298,0,2026-05-05,Tuesday,True
2026-05-05 14:06:00,Lobby Bar,Smirnoff Vodka,Vodka,750,13393,0,1818,11575,1818,0,2026-05-05,Tuesday,True
2026-05-05 15:24:00,Lobby Bar,Smirnoff Vodka,Vodka,750,13702,0,309,13393,309,0,2026-05-05,Tuesday,True
2026-05-05 23:32:00,Lobby Bar,Smirnoff Vodka,Vodka,750,11575,0,495,11080,495,0,2026-05-05,Tuesday,True
2026-05-06 10:00:00,Lobby Bar,Smirnoff Vodka,Vodka,750,9777,0,781,8996,781,0,2026-05-06,Wednesday,True
